,index,Count
1,NOUN,389
3,DET,189
5,ADP,160
0,ADJ,148
2,VERB,139
6,PUNCT,138
7,AUX,61
10,ADV,53
9,CCONJ,36
14,X,29
11,PRON,27
13,PROPN,27
4,PART,25
8,NUM,24
12,SCONJ,19
