,index,Count
2,NOUN,209
4,PUNCT,150
1,ADJ,106
6,PROPN,92
0,VERB,62
3,ADP,62
5,DET,38
10,CCONJ,28
7,AUX,27
15,NUM,27
8,ADV,12
9,PRON,12
13,PART,5
12,SCONJ,4
11,X,3
14,SYM,1
