,index,Count
2,NOUN,233
4,DET,106
3,ADP,99
0,ADJ,96
6,PUNCT,70
7,VERB,61
8,AUX,49
9,ADV,27
13,X,23
11,NUM,21
10,SCONJ,16
1,CCONJ,14
5,PROPN,8
12,PRON,7
14,SYM,4
15,PART,3
