,index,Count
1,NOUN,214
5,DET,97
2,ADP,70
0,ADJ,66
7,PUNCT,65
3,VERB,61
6,AUX,48
8,ADV,14
11,SCONJ,14
13,PROPN,13
4,CCONJ,11
9,PART,10
14,X,10
10,NUM,8
12,PRON,6
15,SYM,1
