,index,Count
2,NOUN,358
3,PUNCT,146
5,ADP,125
4,ADJ,121
0,DET,118
6,VERB,111
1,PROPN,69
10,AUX,56
12,NUM,49
7,CCONJ,41
11,ADV,34
8,PART,24
9,PRON,18
13,SCONJ,10
14,SYM,4
15,X,1
