,index,Count
0,NOUN,403
2,PUNCT,215
4,DET,209
3,VERB,168
1,ADP,152
8,ADJ,104
6,AUX,90
7,ADV,42
11,PRON,39
9,SCONJ,37
10,NUM,33
13,CCONJ,30
5,PROPN,25
12,PART,17
15,X,3
14,SYM,1
