,index,Count
0,NOUN,545
1,ADP,241
2,DET,197
6,PUNCT,186
3,ADJ,178
4,VERB,151
5,AUX,79
7,ADV,59
9,CCONJ,52
8,PRON,40
11,PROPN,36
13,NUM,35
15,X,26
10,SCONJ,22
12,PART,22
14,SYM,4
