,index,Count
2,NOUN,334
4,ADP,144
5,PUNCT,108
3,VERB,103
7,DET,93
6,ADJ,88
1,AUX,37
9,PRON,31
10,CCONJ,28
8,ADV,23
0,SCONJ,21
13,NUM,20
12,PART,19
11,PROPN,14
14,SYM,3
15,X,2
