,index,Count
0,NOUN,281
5,PUNCT,192
1,ADP,125
2,ADJ,118
4,VERB,96
15,X,89
3,PROPN,78
7,DET,74
11,NUM,56
8,AUX,41
10,ADV,40
6,CCONJ,29
9,PRON,26
13,SCONJ,12
12,PART,9
14,SYM,4
