,index,Count
0,NOUN,209
1,ADP,88
4,PUNCT,80
2,ADJ,64
13,VERB,47
6,DET,44
8,ADV,26
5,AUX,24
7,PROPN,20
11,NUM,19
3,CCONJ,16
15,X,13
9,PRON,11
12,SCONJ,8
10,SYM,6
14,PART,6
