,index,Count
0,NOUN,146
2,ADJ,71
1,ADP,64
5,PUNCT,41
3,VERB,36
4,PROPN,33
12,DET,20
7,CCONJ,17
6,NUM,16
8,AUX,15
11,PRON,8
9,PART,5
10,ADV,4
13,SCONJ,4
