,index,Count
0,NOUN,526
4,PUNCT,285
1,ADP,200
2,ADJ,190
6,DET,162
10,VERB,98
11,NUM,95
9,AUX,77
15,PROPN,67
3,CCONJ,57
7,X,43
5,PRON,36
13,ADV,23
14,SCONJ,12
12,PART,10
8,SYM,2
